id,carat,color,depth,table,x,y,z,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2,price
5469,2.09,6.0,60.6,57.0,8.3,8.2,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,16703
5499,2.02,5.0,61.4,61.0,8.09,8.03,4.95,0,0,0,1,0,0,0,1,0,0,0,0,0,13229
5503,2.0,4.0,61.1,58.0,8.11,8.08,4.95,0,0,0,1,0,0,0,0,0,1,0,0,0,17436
5526,2.22,4.0,64.4,58.0,8.32,8.15,5.3,1,0,0,0,0,0,0,0,1,0,0,0,0,12508
5533,2.0,1.0,62.3,57.0,8.06,7.97,4.99,0,0,1,0,0,0,0,0,0,0,1,0,0,17760
5573,2.0,7.0,61.6,59.0,8.2,8.09,5.02,0,0,0,1,0,0,0,0,1,0,0,0,0,17835
5575,2.32,7.0,62.5,58.0,8.47,8.43,5.28,0,0,0,1,0,0,0,0,1,0,0,0,0,14666
5611,2.0,5.0,63.5,59.0,7.93,7.98,5.05,0,1,0,0,0,0,0,0,0,0,1,0,0,14889
5679,2.21,4.0,60.7,62.0,8.42,8.48,5.13,0,0,0,0,1,0,0,0,1,0,0,0,0,15825
5693,2.29,3.0,60.1,58.0,8.63,8.58,5.17,0,0,0,1,0,0,0,0,1,0,0,0,0,13711
5707,2.01,4.0,61.3,60.0,8.05,8.1,4.95,0,0,1,0,0,0,0,0,1,0,0,0,0,17798
5786,2.07,5.0,59.4,61.0,8.35,8.31,4.95,0,0,0,1,0,0,0,1,0,0,0,0,0,15392
5800,2.09,5.0,62.0,59.0,8.15,8.2,5.07,0,0,1,0,0,0,0,0,1,0,0,0,0,15589
5834,2.01,6.0,56.7,58.0,8.31,8.36,4.73,0,1,0,0,0,0,0,1,0,0,0,0,0,13929
5851,2.05,2.0,61.6,57.0,8.2,8.14,5.03,0,0,1,0,0,0,0,0,0,0,1,0,0,18659
5855,2.09,6.0,61.0,60.0,8.28,8.19,5.02,0,0,0,1,0,0,0,0,1,0,0,0,0,10182
5866,2.05,4.0,62.4,58.0,8.08,8.13,5.06,0,0,0,1,0,0,0,0,0,1,0,0,0,14224
5871,2.0,6.0,66.5,56.0,7.93,7.8,5.23,1,0,0,0,0,1,0,0,0,0,0,0,0,6796
5982,2.01,6.0,58.7,59.0,8.23,8.27,4.84,0,1,0,0,0,0,0,1,0,0,0,0,0,18027
5996,2.0,7.0,58.1,60.0,8.25,8.32,4.81,0,0,0,0,1,0,0,0,1,0,0,0,0,15840
6013,2.0,7.0,63.3,56.0,7.98,8.03,5.07,0,1,0,0,0,0,0,0,0,0,1,0,0,16544
6026,2.28,5.0,61.9,61.0,8.42,8.32,5.18,0,0,0,1,0,0,0,0,1,0,0,0,0,16954
6035,2.02,5.0,61.1,57.0,8.12,8.05,4.94,0,0,0,1,0,0,0,0,1,0,0,0,0,12108
6041,2.14,4.0,66.4,56.0,8.0,7.92,5.29,1,0,0,0,0,1,0,0,0,0,0,0,0,6328
6060,2.03,5.0,60.5,57.0,8.26,8.2,4.98,0,0,1,0,0,0,0,0,0,0,1,0,0,14083
6077,2.03,3.0,62.1,59.0,8.12,8.06,5.02,0,0,0,1,0,0,0,1,0,0,0,0,0,12979
6114,2.11,5.0,65.0,56.0,8.06,8.01,5.22,1,0,0,0,0,0,0,0,1,0,0,0,0,12633
6133,2.01,5.0,61.2,58.0,8.05,8.07,4.93,0,0,0,0,1,0,0,0,1,0,0,0,0,14813
6161,2.02,4.0,61.5,59.0,8.06,8.13,4.98,0,0,0,0,1,0,0,0,0,0,1,0,0,13564
6195,2.05,7.0,61.2,57.0,8.24,8.21,5.03,0,0,0,1,0,0,0,1,0,0,0,0,0,15837
6198,2.39,4.0,61.2,60.0,8.63,8.6,5.27,0,0,0,1,0,0,0,0,0,1,0,0,0,17642
6223,2.1,6.0,62.9,58.0,8.15,8.09,5.11,0,0,0,1,0,0,0,1,0,0,0,0,0,13930
6255,2.32,6.0,62.5,59.0,8.51,8.44,5.3,0,0,0,1,0,0,0,0,1,0,0,0,0,16237
6352,2.01,1.0,58.6,95.0,8.32,8.31,4.87,1,0,0,0,0,0,0,1,0,0,0,0,0,13387
6390,2.26,1.0,63.2,58.0,8.38,8.26,5.26,0,0,0,0,1,0,0,0,1,0,0,0,0,13095
6513,2.0,1.0,64.2,60.0,7.89,7.81,5.04,0,1,0,0,0,0,0,0,1,0,0,0,0,9999
6535,2.06,5.0,59.8,61.0,8.22,8.26,4.93,0,0,0,0,1,0,0,0,1,0,0,0,0,15805
6553,2.02,6.0,61.3,59.0,8.15,8.11,4.98,0,0,0,1,0,0,0,0,1,0,0,0,0,18274
6583,2.48,3.0,63.3,56.0,8.6,8.55,5.43,0,0,0,0,1,0,0,1,0,0,0,0,0,17893
6595,2.09,1.0,60.5,61.0,8.32,8.25,5.01,0,0,0,1,0,0,0,1,0,0,0,0,0,12063
6613,2.01,4.0,61.1,60.0,8.12,8.06,4.94,0,0,0,1,0,0,0,0,0,0,1,0,0,17592
6615,2.18,4.0,62.3,59.0,8.37,8.26,5.18,0,0,0,1,0,0,0,0,1,0,0,0,0,11579
6675,2.04,7.0,62.5,58.0,8.09,8.22,5.1,0,0,0,0,1,0,0,0,0,0,1,0,0,16874
6706,2.64,4.0,62.3,55.0,8.88,8.83,5.52,0,0,1,0,0,0,0,0,1,0,0,0,0,17407
6722,2.16,6.0,61.5,58.0,8.36,8.26,5.11,0,0,0,1,0,0,0,0,0,0,0,1,0,17891
6774,2.06,6.0,61.9,55.0,8.23,8.19,5.08,0,0,1,0,0,0,0,0,1,0,0,0,0,11337
6792,2.01,6.0,61.2,62.0,8.18,8.12,4.99,0,0,0,1,0,0,0,1,0,0,0,0,0,12829
6816,2.08,5.0,61.2,58.0,8.24,8.16,5.02,0,0,0,1,0,0,0,0,1,0,0,0,0,15321
6838,2.01,4.0,63.3,56.0,7.86,7.96,5.01,0,0,0,0,1,0,0,0,1,0,0,0,0,10490
6908,2.39,6.0,60.6,58.0,8.65,8.58,5.22,0,0,0,1,0,0,0,1,0,0,0,0,0,16687
6949,2.02,7.0,61.8,56.0,8.07,8.09,4.99,0,0,1,0,0,0,0,1,0,0,0,0,0,16560
6974,2.02,4.0,62.8,60.0,8.02,7.96,5.02,0,0,0,1,0,0,0,1,0,0,0,0,0,17692
6993,3.0,3.0,59.7,60.0,9.42,9.26,5.58,0,0,0,1,0,1,0,0,0,0,0,0,0,13203
7040,2.21,3.0,62.9,59.0,8.3,8.34,5.23,0,0,0,0,1,0,0,1,0,0,0,0,0,17784
7041,2.0,6.0,66.0,60.0,7.78,7.74,5.1,1,0,0,0,0,1,0,0,0,0,0,0,0,5667
7060,2.0,5.0,61.8,58.0,8.05,7.99,4.96,0,0,0,1,0,0,0,0,1,0,0,0,0,16262
7119,2.08,3.0,62.2,58.0,8.22,8.18,5.1,0,0,0,1,0,0,0,0,0,0,0,1,0,15654
7126,2.19,2.0,62.4,56.0,8.26,8.3,5.17,0,0,1,0,0,0,0,0,1,0,0,0,0,16147
7139,2.01,2.0,59.8,63.0,8.14,8.11,4.86,0,0,0,0,1,0,0,0,0,1,0,0,0,17068
7152,2.3,2.0,62.3,57.0,8.41,8.34,5.22,0,0,1,0,0,0,0,1,0,0,0,0,0,12316
7154,2.01,6.0,62.7,58.0,7.94,7.98,4.99,0,0,0,0,1,0,0,0,0,0,1,0,0,16626
7168,2.02,3.0,59.9,58.0,8.18,8.14,4.89,0,0,0,1,0,0,0,0,1,0,0,0,0,13677
7189,2.02,1.0,59.8,59.0,8.11,8.2,4.88,0,0,0,0,1,0,0,1,0,0,0,0,0,18731
7211,2.02,1.0,62.1,58.0,8.1,8.04,5.01,0,0,0,1,0,0,0,1,0,0,0,0,0,11119
7238,2.01,5.0,62.8,59.0,7.99,8.04,5.03,0,0,0,0,1,0,0,1,0,0,0,0,0,17759
7255,2.18,3.0,61.2,60.0,8.38,8.3,5.1,0,0,0,1,0,0,0,1,0,0,0,0,0,18717
7288,2.51,6.0,62.3,57.0,8.76,8.69,5.44,0,0,0,1,0,0,0,0,1,0,0,0,0,18255
7331,2.1,4.0,62.0,62.0,8.17,8.23,5.08,0,0,0,0,1,0,0,0,1,0,0,0,0,12196
7334,2.3,2.0,60.6,60.0,8.51,8.56,5.17,0,0,0,0,1,0,0,0,1,0,0,0,0,14603
7338,2.0,4.0,63.6,61.0,7.9,7.83,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,17405
7368,2.33,3.0,59.9,59.0,8.7,8.65,5.2,0,0,0,1,0,0,0,1,0,0,0,0,0,14711
7383,2.07,3.0,59.5,59.0,8.27,8.3,4.92,0,0,0,0,1,0,0,1,0,0,0,0,0,18489
7410,2.16,3.0,59.7,60.0,8.38,8.3,4.98,0,0,0,1,0,0,0,0,1,0,0,0,0,16400
7460,2.67,6.0,63.8,58.0,8.69,8.64,5.54,0,1,0,0,0,0,0,0,1,0,0,0,0,18686
7477,2.01,5.0,62.3,58.0,8.03,8.01,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,15955
7557,3.0,3.0,57.0,64.0,9.38,9.31,5.33,0,1,0,0,0,1,0,0,0,0,0,0,0,10863
7575,2.02,6.0,62.0,57.0,8.1,8.05,5.01,0,0,1,0,0,0,0,0,0,0,1,0,0,18700
7583,2.08,3.0,58.9,61.0,8.35,8.36,4.92,0,0,0,0,1,0,0,0,0,0,1,0,0,18281
7612,2.21,3.0,61.0,58.0,8.36,8.43,5.12,0,0,0,0,1,0,0,0,1,0,0,0,0,18483
7686,2.18,7.0,61.2,56.0,8.39,8.51,5.17,0,0,1,0,0,0,0,1,0,0,0,0,0,15646
7705,2.03,6.0,61.2,55.0,8.14,8.26,5.02,0,0,0,0,1,0,0,0,1,0,0,0,0,12714
7708,2.01,4.0,59.9,62.0,8.15,8.04,4.85,0,0,0,1,0,0,0,0,1,0,0,0,0,17014
7709,2.28,4.0,63.3,54.0,8.36,8.29,5.27,0,0,0,0,1,0,0,0,1,0,0,0,0,12907
7713,2.05,5.0,61.6,56.0,8.16,8.11,5.01,0,0,1,0,0,0,0,0,1,0,0,0,0,18181
7733,2.12,1.0,60.6,59.0,8.3,8.27,5.02,0,0,0,1,0,0,0,0,1,0,0,0,0,15235
7801,2.02,5.0,58.2,60.0,8.32,8.25,4.82,0,0,0,1,0,0,0,0,1,0,0,0,0,17938
7825,2.11,5.0,59.1,59.0,8.33,8.4,4.94,0,0,0,1,0,0,0,0,1,0,0,0,0,15757
7858,2.02,6.0,63.2,53.0,8.09,8.18,5.14,0,0,0,0,1,0,0,0,0,0,1,0,0,16179
7921,2.22,5.0,62.6,57.0,8.35,8.29,5.21,0,0,1,0,0,0,0,0,1,0,0,0,0,14637
7948,2.2,4.0,63.3,57.0,8.28,8.17,5.21,0,0,0,0,1,0,0,0,1,0,0,0,0,11088
7962,2.0,7.0,60.9,58.0,8.07,8.15,4.94,0,0,0,0,1,0,0,1,0,0,0,0,0,16280
7977,2.19,6.0,61.7,58.0,8.38,8.28,5.14,0,0,0,1,0,0,0,0,1,0,0,0,0,17554
8029,4.13,2.0,64.8,61.0,10.0,9.85,6.43,1,0,0,0,0,1,0,0,0,0,0,0,0,17329
8032,2.02,5.0,63.0,58.0,8.07,8.02,5.07,0,0,0,1,0,0,0,0,1,0,0,0,0,8640
8035,2.01,5.0,61.9,57.0,8.09,8.06,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,14040
8044,2.01,6.0,60.1,59.0,8.24,8.19,4.94,0,0,0,1,0,0,0,1,0,0,0,0,0,14558
8057,2.0,5.0,63.0,64.0,7.67,7.76,4.86,0,1,0,0,0,0,0,1,0,0,0,0,0,17869
8084,2.14,6.0,61.3,61.0,8.28,8.32,5.09,0,0,0,0,1,0,0,1,0,0,0,0,0,15769
8105,2.16,4.0,61.4,57.0,8.36,8.33,5.12,0,0,1,0,0,0,0,0,1,0,0,0,0,17263
8115,2.32,4.0,62.0,57.0,8.49,8.45,5.25,0,0,1,0,0,0,0,0,1,0,0,0,0,17676
8136,2.0,1.0,61.5,59.0,8.11,8.06,4.97,0,0,0,1,0,0,0,0,0,0,1,0,0,13675
8143,2.5,3.0,62.7,59.0,8.65,8.61,5.41,0,0,0,1,0,0,0,0,1,0,0,0,0,12071
8173,2.0,7.0,60.5,59.0,8.09,8.14,4.94,0,0,0,0,1,0,0,1,0,0,0,0,0,18709
8200,2.01,6.0,62.3,61.0,7.96,7.89,5.02,0,0,0,1,0,0,0,1,0,0,0,0,0,16242
8217,2.57,5.0,58.9,58.0,8.99,8.94,5.28,0,0,0,1,0,0,0,0,1,0,0,0,0,17924
8236,2.09,2.0,62.7,61.0,8.07,8.14,5.08,0,0,0,0,1,0,0,0,1,0,0,0,0,16824
8286,2.01,2.0,62.3,57.0,8.04,8.08,5.02,0,0,1,0,0,0,0,1,0,0,0,0,0,15680
8298,2.11,3.0,62.3,56.0,8.23,8.13,5.1,0,0,0,1,0,0,0,0,1,0,0,0,0,13701
8303,2.27,7.0,62.5,59.0,8.45,8.39,5.26,0,0,0,1,0,0,0,0,1,0,0,0,0,14937
8374,2.14,2.0,69.4,57.0,7.74,7.7,5.36,1,0,0,0,0,1,0,0,0,0,0,0,0,5405
8423,2.0,5.0,60.8,60.0,8.15,8.1,4.94,0,0,0,1,0,0,0,0,1,0,0,0,0,16484
8441,2.02,7.0,62.0,59.0,8.08,8.06,5.0,0,0,0,1,0,0,0,0,0,0,1,0,0,13812
8443,2.03,2.0,61.1,57.0,8.16,8.21,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,17182
8444,2.44,6.0,62.9,53.0,8.58,8.62,5.41,0,0,0,0,1,0,0,1,0,0,0,0,0,17472
8456,2.0,4.0,64.5,56.0,7.93,7.86,5.09,1,0,0,0,0,0,0,0,1,0,0,0,0,11655
8460,2.29,3.0,61.4,60.0,8.45,8.49,5.2,0,0,0,1,0,0,1,0,0,0,0,0,0,18426
8477,2.0,2.0,60.9,54.0,8.12,8.17,4.96,0,0,0,0,1,0,0,0,1,0,0,0,0,10907
8478,2.14,4.0,61.2,57.0,8.36,8.32,5.1,0,0,0,1,0,0,0,0,1,0,0,0,0,13421
8540,2.1,3.0,59.4,60.0,8.39,8.47,5.01,0,0,0,0,1,0,0,0,0,0,1,0,0,17837
8550,2.74,2.0,61.5,62.0,8.87,8.9,5.46,0,0,0,0,1,0,0,0,1,0,0,0,0,17164
8554,2.14,5.0,61.9,56.0,8.22,8.26,5.1,0,0,1,0,0,0,0,0,1,0,0,0,0,14321
8578,2.01,3.0,60.8,58.0,8.08,8.16,4.94,0,0,0,0,1,0,0,0,0,0,1,0,0,12968
8593,2.53,4.0,61.1,57.0,8.82,8.76,5.37,0,0,0,1,0,0,0,0,1,0,0,0,0,15148
8599,2.37,7.0,62.1,55.0,8.52,8.54,5.3,0,0,1,0,0,0,0,0,1,0,0,0,0,16937
8630,2.08,3.0,62.3,58.0,8.18,8.13,5.08,0,0,0,1,0,0,0,0,1,0,0,0,0,14947
8635,2.45,6.0,62.0,55.0,8.67,8.64,5.36,0,0,1,0,0,0,0,0,1,0,0,0,0,16589
8656,2.04,4.0,62.4,56.0,8.07,8.14,5.06,0,0,1,0,0,0,0,0,1,0,0,0,0,17049
8659,2.02,7.0,62.3,56.0,7.99,8.06,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,17263
8690,2.14,6.0,62.1,58.0,8.21,8.26,5.11,0,0,1,0,0,0,0,1,0,0,0,0,0,17213
8710,2.1,4.0,59.2,60.0,8.38,8.35,4.95,0,0,0,1,0,0,0,0,0,0,1,0,0,13753
8719,2.01,3.0,61.5,55.0,8.11,8.06,4.97,0,0,1,0,0,0,0,1,0,0,0,0,0,14837
8723,2.08,3.0,62.4,60.0,8.13,8.15,5.08,0,0,0,0,1,0,0,0,1,0,0,0,0,18128
8745,2.01,6.0,64.0,58.0,7.94,7.83,5.05,0,1,0,0,0,0,0,0,1,0,0,0,0,17313
8827,2.01,4.0,62.0,61.0,8.1,8.04,5.0,0,0,0,1,0,0,0,0,1,0,0,0,0,17179
8836,2.08,1.0,60.6,61.0,8.24,8.34,5.02,0,0,0,0,1,0,0,0,0,0,1,0,0,13732
8843,2.38,7.0,60.6,59.0,8.66,8.63,5.24,0,0,0,1,0,0,0,0,1,0,0,0,0,10716
8865,2.05,5.0,62.0,56.0,8.12,8.19,5.06,0,0,1,0,0,0,0,0,1,0,0,0,0,17957
8906,2.2,6.0,62.6,55.0,8.34,8.31,5.21,0,0,1,0,0,0,0,0,1,0,0,0,0,14408
8916,2.51,4.0,62.9,56.0,8.65,8.61,5.43,0,0,1,0,0,0,0,1,0,0,0,0,0,15324
8953,2.0,6.0,62.0,57.0,8.04,7.99,4.97,0,0,1,0,0,0,0,0,0,1,0,0,0,17607
9029,2.0,4.0,62.1,60.0,8.1,8.01,5.3,0,0,0,1,0,0,0,0,1,0,0,0,0,11202
9033,2.37,4.0,61.6,56.0,8.7,8.6,5.33,0,0,0,1,0,0,0,0,0,0,1,0,0,14837
9052,2.04,2.0,64.0,57.0,8.04,7.98,5.13,0,1,0,0,0,0,0,0,1,0,0,0,0,14936
9140,2.0,2.0,63.3,59.0,8.02,8.0,5.07,0,0,0,0,1,0,0,1,0,0,0,0,0,16872
9151,2.03,4.0,60.9,59.0,8.15,8.11,4.95,0,0,0,1,0,0,0,0,1,0,0,0,0,12021
9156,2.0,4.0,65.0,61.0,7.9,7.79,5.11,0,0,1,0,0,0,0,1,0,0,0,0,0,18604
9157,2.02,6.0,63.0,56.0,7.95,8.01,5.03,0,0,0,0,1,0,0,1,0,0,0,0,0,12267
9161,2.18,3.0,59.4,61.0,8.49,8.45,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,12631
9187,2.06,1.0,59.2,57.0,8.39,8.29,4.94,0,0,1,0,0,0,0,0,0,0,1,0,0,15691
9201,2.22,3.0,62.5,54.0,8.28,8.35,5.2,0,0,1,0,0,0,0,0,1,0,0,0,0,17123
9252,2.01,5.0,62.8,58.0,8.02,7.97,5.02,0,0,1,0,0,0,0,1,0,0,0,0,0,9725
9281,2.0,6.0,62.5,58.0,7.98,8.04,5.01,0,0,0,0,1,0,0,1,0,0,0,0,0,18186
9286,2.0,4.0,62.6,59.0,8.1,8.04,5.05,0,0,0,1,0,0,0,1,0,0,0,0,0,18493
9305,2.01,5.0,62.4,62.0,7.91,7.99,4.96,0,1,0,0,0,0,0,0,0,0,1,0,0,16304
9311,2.06,4.0,62.3,57.0,8.12,8.2,5.09,0,0,0,0,1,0,0,0,1,0,0,0,0,14298
9319,2.03,6.0,59.9,59.0,8.32,8.24,4.96,0,0,0,0,1,0,0,0,0,0,1,0,0,16422
9338,2.01,4.0,62.1,56.0,8.06,8.13,5.03,0,0,1,0,0,0,0,0,1,0,0,0,0,12814
9340,2.1,6.0,62.5,57.0,8.21,8.18,5.12,0,0,1,0,0,0,0,0,0,0,1,0,0,13403
9420,2.1,5.0,62.9,57.0,8.19,8.12,5.13,0,0,1,0,0,0,0,1,0,0,0,0,0,18648
9426,2.0,7.0,61.0,57.0,8.08,8.13,4.94,0,0,1,0,0,0,0,0,0,0,1,0,0,14323
9457,2.0,4.0,62.9,60.0,7.99,7.95,5.01,0,0,0,1,0,0,0,0,0,0,1,0,0,11966
9459,2.01,6.0,63.6,59.0,7.95,8.0,5.07,0,1,0,0,0,0,0,0,1,0,0,0,0,15832
9513,2.61,4.0,64.6,55.0,8.61,8.57,5.55,0,0,1,0,0,0,0,0,1,0,0,0,0,17209
9541,2.15,5.0,60.9,56.0,8.38,8.33,5.09,0,0,1,0,0,0,0,1,0,0,0,0,0,13006
9552,2.23,6.0,62.1,59.0,8.29,8.33,5.16,0,0,0,1,0,0,0,1,0,0,0,0,0,13069
9558,2.01,2.0,62.1,55.0,8.12,8.08,5.03,0,0,1,0,0,0,0,0,1,0,0,0,0,12349
9583,2.01,6.0,64.1,60.0,7.92,7.88,5.06,0,1,0,0,0,0,0,1,0,0,0,0,0,10184
9609,2.03,4.0,60.0,57.0,8.32,8.2,4.96,0,0,1,0,0,0,0,0,1,0,0,0,0,13182
9624,2.48,2.0,63.3,56.0,8.6,8.55,5.43,0,0,0,0,1,0,0,0,1,0,0,0,0,15746
9632,2.04,7.0,62.5,58.0,8.22,8.09,5.1,0,0,0,1,0,0,0,0,0,0,1,0,0,17028
9675,2.07,3.0,62.5,55.0,8.2,8.13,5.11,0,0,1,0,0,0,0,0,1,0,0,0,0,18804
9679,2.14,4.0,62.3,58.0,8.28,8.22,5.14,0,0,0,1,0,0,0,1,0,0,0,0,0,14490
9684,2.24,5.0,62.3,57.0,8.3,8.36,5.19,0,0,0,0,1,0,0,0,1,0,0,0,0,16077
9722,2.46,1.0,63.0,56.0,8.6,8.52,5.44,0,0,1,0,0,0,0,0,1,0,0,0,0,15745
9734,2.25,5.0,62.4,57.0,8.39,8.32,5.21,0,0,1,0,0,0,0,0,1,0,0,0,0,17143
9743,2.04,7.0,62.7,56.0,8.06,8.12,5.07,0,0,0,0,1,0,0,0,1,0,0,0,0,15618
9744,2.14,6.0,59.3,59.0,8.39,8.43,5.0,0,0,0,1,0,0,0,0,0,0,1,0,0,15418
9750,2.6,4.0,64.6,57.0,8.6,8.55,5.54,1,0,0,0,0,0,0,0,1,0,0,0,0,17027
9782,2.06,7.0,62.6,58.0,8.05,8.08,5.05,0,0,0,0,1,0,0,0,0,0,1,0,0,14119
9828,2.01,6.0,62.9,56.0,8.05,7.9,5.02,0,0,1,0,0,0,0,0,1,0,0,0,0,13201
9870,2.01,4.0,62.2,58.0,7.99,8.05,4.99,0,1,0,0,0,0,0,1,0,0,0,0,0,16737
9918,2.09,5.0,61.2,59.0,8.31,8.22,5.06,0,0,1,0,0,0,0,0,0,1,0,0,0,15172
10018,2.0,5.0,62.3,56.0,8.08,8.03,5.02,0,0,1,0,0,0,0,0,0,1,0,0,0,12907
10060,2.02,5.0,67.5,59.0,7.76,7.65,5.2,1,0,0,0,0,0,0,0,1,0,0,0,0,9095
10077,2.01,4.0,58.3,63.0,8.28,8.25,4.82,0,0,0,0,1,0,0,0,1,0,0,0,0,12639
10219,2.16,5.0,63.6,56.0,8.18,8.12,5.18,0,1,0,0,0,0,0,0,0,0,1,0,0,14266
10220,2.47,4.0,59.4,59.0,8.85,8.79,5.24,0,0,0,1,0,0,0,0,1,0,0,0,0,16532
10246,2.01,4.0,59.2,57.0,8.23,8.19,4.86,0,0,1,0,0,0,0,1,0,0,0,0,0,17492
10250,2.1,2.0,61.7,53.0,8.3,8.19,5.09,0,0,1,0,0,0,0,1,0,0,0,0,0,15035
10260,2.05,2.0,62.2,56.0,8.19,8.08,5.06,0,0,0,1,0,0,0,1,0,0,0,0,0,13767
10266,2.09,2.0,61.3,59.0,8.19,8.33,5.06,0,0,0,0,1,0,0,0,1,0,0,0,0,18509
10399,2.04,3.0,61.9,58.0,8.12,8.16,5.04,0,0,1,0,0,0,0,1,0,0,0,0,0,18153
10402,2.01,6.0,61.3,58.0,8.14,8.07,4.97,0,0,0,1,0,0,0,0,1,0,0,0,0,14067
10408,2.06,6.0,64.1,56.0,7.97,8.09,5.15,0,1,0,0,0,0,0,1,0,0,0,0,0,11746
10462,2.02,6.0,63.4,60.0,7.96,8.04,5.07,0,0,0,0,1,0,0,1,0,0,0,0,0,17672
10476,2.07,5.0,61.2,58.0,8.24,8.19,5.03,0,0,0,1,0,0,0,1,0,0,0,0,0,16957
10487,2.09,6.0,60.2,61.0,8.32,8.29,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,15773
10491,2.01,4.0,61.8,59.0,8.07,8.15,5.01,0,0,0,0,1,0,0,0,1,0,0,0,0,17079
10549,2.09,5.0,63.4,55.0,8.11,8.18,5.16,0,1,0,0,0,0,0,0,1,0,0,0,0,18472
10579,2.29,3.0,62.4,60.0,8.41,8.36,5.23,0,0,0,1,0,0,0,0,1,0,0,0,0,15366
10589,2.04,6.0,61.4,58.0,8.04,8.11,4.96,0,0,0,0,1,0,0,0,1,0,0,0,0,15092
10603,2.0,5.0,59.1,61.0,8.14,8.18,4.82,0,1,0,0,0,0,0,1,0,0,0,0,0,17930
10611,2.57,6.0,61.3,60.0,8.82,8.73,5.38,0,0,0,1,0,0,0,0,1,0,0,0,0,17116
10624,2.0,4.0,66.8,57.0,7.81,7.72,5.19,1,0,0,0,0,1,0,0,0,0,0,0,0,8064
10630,2.1,7.0,65.0,56.0,8.09,7.98,5.21,1,0,0,0,0,0,0,0,1,0,0,0,0,11923
10658,2.23,4.0,61.4,58.0,8.41,8.32,5.14,0,0,0,1,0,0,0,0,1,0,0,0,0,16805
10674,3.01,2.0,63.9,60.0,9.06,9.01,5.77,0,1,0,0,0,0,0,0,1,0,0,0,0,18242
10700,2.3,5.0,61.4,57.0,8.51,8.48,5.22,0,0,1,0,0,0,0,0,1,0,0,0,0,14744
10702,2.27,4.0,62.4,58.0,8.36,8.41,5.23,0,0,0,1,0,0,0,0,0,1,0,0,0,16994
10728,2.1,3.0,62.9,57.0,8.12,8.19,5.13,0,0,0,0,1,0,0,1,0,0,0,0,0,18480
10746,2.1,5.0,63.0,57.0,8.08,8.13,5.11,0,0,0,0,1,0,0,0,1,0,0,0,0,16479
10773,2.01,3.0,61.9,57.0,8.09,8.06,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,14167
10785,2.26,6.0,61.1,57.0,8.44,8.47,5.17,0,0,1,0,0,0,0,0,0,0,1,0,0,17010
10821,2.01,5.0,60.6,59.0,8.16,8.12,4.93,0,0,0,1,0,0,0,0,0,0,1,0,0,17057
10831,2.0,3.0,62.8,56.0,8.04,7.95,5.02,0,0,1,0,0,0,0,1,0,0,0,0,0,15043
10843,2.0,1.0,62.9,59.0,8.08,7.95,5.05,0,0,1,0,0,0,0,1,0,0,0,0,0,15218
10865,2.02,2.0,62.7,54.2,8.03,8.08,5.05,0,0,1,0,0,0,0,1,0,0,0,0,0,12884
10880,2.01,5.0,64.8,62.0,7.92,7.82,5.1,0,0,1,0,0,0,0,1,0,0,0,0,0,16287
10884,2.06,2.0,62.2,60.0,8.14,8.1,5.05,0,0,0,1,0,0,0,0,1,0,0,0,0,11190
10885,2.01,3.0,63.5,58.0,7.92,7.82,5.0,0,0,0,0,1,0,0,0,0,0,0,0,1,15952
10887,2.01,6.0,62.9,55.0,8.07,8.0,5.05,0,0,1,0,0,0,0,1,0,0,0,0,0,12606
10902,2.01,5.0,61.9,57.0,8.15,8.05,5.01,0,0,1,0,0,0,0,0,0,1,0,0,0,17983
10940,2.01,4.0,60.0,58.0,8.16,8.25,4.92,0,0,0,0,1,0,0,1,0,0,0,0,0,17095
10953,2.01,6.0,59.9,60.0,8.27,8.2,4.93,0,0,1,0,0,0,0,1,0,0,0,0,0,17126
10954,2.01,4.0,61.9,55.0,8.1,8.05,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,18395
10964,2.42,6.0,62.4,58.0,8.58,8.53,5.34,0,0,0,1,0,0,0,0,1,0,0,0,0,16198
10969,2.03,4.0,61.6,58.0,8.15,8.12,5.01,0,0,0,1,0,0,0,0,1,0,0,0,0,12380
10989,2.28,3.0,62.9,58.0,8.42,8.34,5.27,0,0,0,1,0,0,0,0,0,0,1,0,0,16564
11020,2.02,5.0,61.0,58.0,8.15,8.22,4.99,0,0,0,1,0,0,0,0,1,0,0,0,0,15498
11113,2.01,4.0,59.3,61.0,8.14,8.19,4.84,0,0,0,0,1,0,0,0,1,0,0,0,0,17759
11117,2.23,3.0,61.0,58.0,8.39,8.36,5.11,0,0,0,1,0,0,0,0,0,0,1,0,0,14867
