carat,depth,table,x,y,z,cut_0,cut_1,cut_2,cut_3,cut_4,color_1,color_2,color_3,color_4,color_5,color_6,color_7,clarity_0,clarity_1,clarity_2,clarity_3,clarity_4,clarity_5,clarity_6,clarity_7,price
0.3,62.9,59.0,4.27,4.22,2.67,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,911
0.7,62.1,56.0,5.74,5.67,3.54,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2113
0.95,60.7,59.0,6.36,6.3,3.84,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4070
1.24,60.4,58.0,7.02,6.95,4.22,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5555
0.3,62.2,55.0,4.31,4.28,2.67,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,776
0.33,62.2,57.0,4.46,4.42,2.76,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,668
0.75,64.4,59.0,5.67,5.72,3.66,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2953
0.32,60.9,56.0,4.44,4.46,2.71,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,800
0.35,62.4,55.0,4.49,4.52,2.81,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,665
1.02,60.2,57.0,6.56,6.49,3.93,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4798
0.77,60.0,61.0,5.97,5.93,3.57,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2745
0.36,62.9,56.0,4.52,4.54,2.85,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,631
0.32,62.5,56.0,4.36,4.38,2.73,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,645
2.06,59.8,61.0,8.22,8.26,4.93,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15805
1.06,59.6,58.0,6.61,6.65,3.95,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8003
0.55,61.9,56.0,5.25,5.29,3.26,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1881
0.3,62.2,59.0,4.28,4.31,2.67,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,684
1.0,61.9,59.0,6.38,6.34,3.94,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5606
0.3,61.2,57.0,4.36,4.33,2.66,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,956
1.03,61.1,55.0,6.53,6.57,4.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4782
0.26,63.3,57.0,4.07,4.05,2.57,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,724
1.34,60.1,61.0,7.11,7.06,4.26,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4953
1.27,62.7,58.0,6.88,6.91,4.32,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5530
0.69,60.8,59.0,5.77,5.74,3.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1863
0.7,62.8,55.0,5.65,5.69,3.56,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2677
0.32,62.0,57.0,4.4,4.37,2.72,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,720
0.55,61.0,59.0,5.31,5.34,2.25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1831
0.52,62.0,55.0,5.14,5.17,3.19,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1383
1.6,61.8,57.0,7.51,7.46,4.63,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6899
0.7,60.2,64.0,5.67,5.7,3.42,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1964
0.7,60.7,58.0,5.72,5.75,3.48,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3265
2.02,61.3,59.0,8.15,8.11,4.98,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,18274
0.7,60.8,59.0,5.75,5.7,3.48,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2463
1.22,60.7,59.0,6.92,6.96,4.21,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6492
0.31,62.1,56.0,4.37,4.33,2.7,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,732
0.7,61.8,58.0,5.7,5.75,3.54,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2343
0.31,61.6,56.0,4.35,4.38,2.69,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,640
0.5,60.7,58.0,5.13,5.11,3.11,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1125
1.06,61.2,57.1,6.56,6.59,4.03,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5550
1.01,67.2,60.0,6.06,6.0,4.05,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4276
0.54,62.6,59.0,5.19,5.22,3.26,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1600
0.37,61.6,56.0,4.59,4.63,2.84,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,876
0.52,61.8,56.0,5.15,5.18,3.19,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1075
1.01,62.0,56.0,6.43,6.35,4.01,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9483
0.45,65.8,56.0,4.82,4.7,3.13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1227
1.02,62.5,58.0,6.46,6.41,4.02,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6416
0.3,61.8,56.0,4.34,4.3,2.67,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,848
0.73,61.6,56.0,5.77,5.82,3.57,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3487
0.51,62.7,54.0,5.12,5.15,3.22,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1438
0.7,58.8,59.0,5.92,5.84,3.44,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2159
1.03,62.2,57.0,6.42,6.47,4.01,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6539
0.33,62.0,55.0,4.45,4.49,2.77,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,838
1.0,63.3,58.0,6.34,6.3,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4200
0.32,61.7,55.0,4.4,4.38,2.71,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,612
0.47,62.1,54.0,4.98,5.0,3.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,884
0.71,59.9,56.0,5.86,5.8,3.49,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2704
0.9,60.7,59.0,6.25,6.21,3.78,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3553
0.7,60.3,57.0,5.73,5.77,3.47,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2343
0.43,62.1,57.0,4.77,4.83,2.98,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,669
0.31,62.0,54.0,4.38,4.39,2.72,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,864
0.33,62.5,61.0,4.42,4.38,2.75,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,780
2.48,63.3,56.0,8.6,8.55,5.43,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,17893
1.01,65.9,54.0,6.18,6.27,4.1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7001
1.42,60.4,55.0,7.28,7.38,4.43,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8173
0.9,62.4,56.0,6.16,6.24,3.87,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4078
0.53,56.2,64.0,5.43,5.41,3.05,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1286
1.01,63.4,57.0,6.4,6.31,4.03,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4472
0.43,61.7,54.0,4.9,4.86,3.01,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1016
0.52,62.1,57.0,5.13,5.17,3.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1689
0.41,59.8,61.0,4.82,4.78,2.87,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1061
0.5,61.6,57.0,5.14,5.08,3.15,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1016
1.21,60.9,59.0,6.87,6.82,4.17,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4472
0.92,60.2,56.0,6.28,6.32,3.79,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5259
2.09,60.5,61.0,8.32,8.25,5.01,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,12063
0.73,60.4,59.0,5.8,5.86,3.52,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2703
1.02,66.6,58.0,6.21,6.14,4.11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3633
1.62,61.6,60.0,7.52,7.64,4.67,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7072
1.12,63.8,57.0,6.61,6.59,4.21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7051
0.34,62.2,55.0,4.52,4.49,2.8,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1033
0.41,61.8,58.0,4.76,4.75,2.94,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,969
1.01,63.1,56.0,6.38,6.33,4.01,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7785
0.91,61.3,60.0,6.17,6.2,3.79,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3423
0.6,62.2,58.0,5.37,5.41,3.35,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1342
0.33,59.5,60.0,4.5,4.54,2.69,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,521
1.07,61.8,57.0,6.55,6.58,4.06,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9077
1.16,61.9,55.0,6.71,6.77,4.17,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5991
1.0,63.9,57.0,6.32,6.26,4.02,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3819
0.32,62.4,57.0,4.34,4.38,2.72,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,758
1.01,63.2,58.0,6.34,6.38,4.02,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6499
0.71,59.3,56.0,5.89,5.84,3.48,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2388
0.73,61.8,59.0,5.73,5.79,3.56,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2843
2.01,61.1,60.0,8.12,8.06,4.94,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17592
0.9,61.1,54.0,6.27,6.29,3.84,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3519
2.18,62.3,59.0,8.37,8.26,5.18,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11579
0.79,64.3,60.0,5.82,5.75,3.72,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1943
1.2,62.4,57.0,6.75,6.8,4.23,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5535
0.41,60.5,56.0,4.81,4.85,2.92,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,834
1.01,59.7,59.0,6.5,6.56,3.9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7226
0.51,60.8,57.0,5.15,5.18,3.14,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1633
0.96,63.1,58.0,6.2,6.25,3.93,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4064
0.4,59.9,60.0,4.78,4.74,2.85,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,855
0.31,63.3,57.0,4.3,4.33,2.73,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,431
0.32,63.3,57.0,4.38,4.37,2.77,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,756
1.66,62.8,56.0,7.53,7.57,4.74,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10134
1.2,62.4,58.0,6.77,6.73,4.21,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5846
0.32,62.2,55.0,4.37,4.41,2.73,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,827
0.54,61.5,56.0,5.24,5.26,3.23,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1147
0.41,61.9,60.0,4.7,4.76,2.93,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,899
0.71,61.9,58.0,5.74,5.77,3.56,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3545
0.9,60.4,57.0,6.27,6.29,3.79,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5907
0.7,62.5,54.0,5.69,5.74,3.57,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2276
1.31,62.2,56.0,7.01,7.05,4.37,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9891
1.0,66.2,58.0,6.25,6.15,4.11,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4295
0.32,62.4,56.0,4.37,4.38,2.73,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,679
0.31,63.3,56.0,4.32,4.3,2.73,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,907
0.72,62.2,57.0,5.7,5.74,3.56,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3229
0.76,61.2,57.0,5.91,5.89,3.61,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3384
0.52,62.3,55.0,5.12,5.16,3.2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1911
0.74,60.9,57.0,5.83,5.86,3.56,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4013
1.27,59.2,60.0,7.11,7.08,4.2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7312
0.62,61.2,54.0,5.51,5.6,3.4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1616
0.32,61.8,55.0,4.43,4.4,2.73,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,972
1.03,62.1,57.0,6.44,6.42,3.99,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4470
1.0,61.1,60.0,6.4,6.46,3.93,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7343
1.24,60.5,58.0,7.1,7.05,4.13,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6562
0.32,61.8,56.0,4.41,4.39,2.72,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1140
0.71,61.2,59.0,5.69,5.74,3.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2874
0.26,61.8,55.0,4.12,4.14,2.55,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,447
0.34,62.1,55.0,4.51,4.47,2.79,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,880
1.02,63.5,57.0,6.35,6.4,4.05,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4594
0.46,62.3,54.0,4.96,4.99,3.1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1227
1.5,63.7,59.0,7.29,7.18,4.62,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3864
0.33,61.8,56.0,4.48,4.45,2.76,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1002
1.05,61.3,58.0,6.55,6.6,4.03,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4241
0.37,60.9,57.0,4.63,4.67,2.83,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,552
0.3,60.5,56.0,4.37,4.33,2.63,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,828
0.61,62.2,56.0,5.43,5.47,3.39,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3084
0.22,59.3,62.0,3.91,3.88,2.31,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,404
1.51,57.9,62.0,7.54,7.53,4.36,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,15420
0.74,61.7,55.0,5.79,5.85,3.59,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3813
1.3,61.0,59.0,7.09,7.01,4.3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5569
0.5,60.2,62.0,5.1,5.13,3.08,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1213
1.45,62.4,57.0,7.16,7.23,4.49,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6316
1.06,60.9,60.0,6.55,6.52,3.98,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4155
0.3,62.2,56.0,4.3,4.28,2.67,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,844
0.31,61.4,58.0,4.33,4.37,2.67,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,755
0.39,63.1,58.0,4.63,4.66,2.93,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,718
1.52,62.2,57.0,7.33,7.27,4.54,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10609
0.3,62.3,53.7,4.29,4.32,2.68,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,532
1.04,60.9,59.0,6.58,6.62,4.02,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4486
0.52,58.6,61.0,5.3,5.28,3.1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1338
0.31,61.4,55.0,4.36,4.44,2.7,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,446
1.52,62.6,55.0,7.39,7.28,4.59,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,12958
2.04,62.5,58.0,8.09,8.22,5.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16874
0.34,63.1,57.0,4.45,4.4,2.79,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,880
0.52,61.8,54.0,5.18,5.15,3.19,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1229
0.32,61.3,60.0,4.37,4.4,2.69,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,645
0.34,62.0,54.2,4.47,4.49,2.78,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,846
0.4,61.2,56.0,4.76,4.78,2.92,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1693
0.4,59.9,67.0,4.81,4.77,2.87,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,960
0.65,62.4,54.0,5.55,5.57,3.47,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2177
0.23,59.3,58.0,4.02,4.04,2.39,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,530
0.41,61.8,57.0,4.79,4.75,2.95,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1107
1.09,62.1,56.0,6.66,6.59,4.12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4670
0.35,61.1,60.0,4.58,4.52,2.78,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,709
1.23,62.4,57.0,6.83,6.88,4.28,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8085
0.9,63.0,61.0,6.09,6.14,3.85,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4009
1.01,61.9,58.0,6.37,6.42,3.96,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6047
0.71,59.7,57.0,5.87,5.78,3.48,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2920
1.73,62.6,57.0,7.69,7.65,4.8,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6927
0.7,63.6,65.0,5.67,5.55,3.57,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2032
0.32,61.5,55.0,4.39,4.43,2.71,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,580
0.54,61.2,55.0,5.23,5.29,3.22,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1346
0.34,60.2,60.0,4.56,4.51,2.73,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,689
0.74,60.6,60.0,5.88,5.84,3.55,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2655
0.31,62.1,53.6,4.36,4.39,2.72,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,400
1.0,62.7,54.0,6.26,6.31,3.94,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4569
0.41,61.0,57.0,4.8,4.78,2.92,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1076
1.3,62.2,58.0,6.93,6.83,4.28,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7426
0.51,61.6,53.0,5.16,5.19,3.19,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1315
0.32,61.4,58.0,4.38,4.42,2.7,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,589
1.02,61.0,56.0,6.54,6.5,3.98,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7654
0.39,61.7,56.0,4.7,4.73,2.91,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,988
1.88,62.2,57.0,7.79,7.86,4.87,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13607
2.64,62.3,55.0,8.88,8.83,5.52,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,17407
1.13,61.8,57.0,6.66,6.71,4.13,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13485
0.9,61.6,57.0,6.17,6.29,3.84,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4173
0.91,63.3,56.0,6.12,6.17,3.89,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4191
0.27,62.3,54.0,4.18,4.21,2.61,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,721
0.31,62.0,55.0,4.33,4.35,2.69,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,734
0.6,62.3,53.8,5.41,5.45,3.38,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2137
0.3,62.9,58.0,4.26,4.29,2.69,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,447
0.54,61.9,55.0,5.24,5.23,3.24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1913
0.9,63.2,61.0,6.13,6.09,3.86,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3881
1.11,58.4,60.0,6.87,6.83,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4842
0.38,62.4,54.8,4.64,4.66,2.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,800
0.8,63.3,55.0,5.87,5.92,3.73,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3116
1.0,64.0,58.0,6.24,6.2,3.99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5376
0.9,60.9,59.0,6.18,6.24,3.78,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4269
0.77,61.2,59.0,5.86,5.91,3.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3489
2.16,61.5,58.0,8.36,8.26,5.11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17891
0.53,60.6,57.0,5.27,5.23,3.18,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1607
0.31,61.7,56.0,4.31,4.35,2.67,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,680
1.37,60.7,60.0,7.07,7.19,4.33,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5063
0.34,62.2,56.0,4.44,4.47,2.77,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,745
0.3,62.9,59.0,4.3,4.26,2.69,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,608
0.32,62.5,56.0,4.38,4.45,2.76,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,758
0.71,64.4,56.0,5.63,5.58,3.61,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2596
