carat,depth,table,cut_0,cut_1,cut_2,cut_3,cut_4,color_1,color_2,color_3,color_4,color_5,color_6,color_7,clarity_0,clarity_1,clarity_2,clarity_3,clarity_4,clarity_5,clarity_6,clarity_7,price
0.31,61.0,56.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,816
0.4,61.4,55.7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,905
1.0,61.8,61.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5169
1.07,61.8,57.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6793
1.07,62.1,59.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5327
1.14,63.4,58.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7171
1.27,59.5,61.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6611
0.31,63.9,56.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,544
0.52,61.4,56.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1722
1.5,62.3,58.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8820
0.3,63.7,54.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,394
1.43,66.0,57.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6086
1.07,62.2,57.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6471
1.03,62.0,57.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6902
1.1,61.9,55.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7528
0.4,62.9,58.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,707
0.57,61.7,56.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1364
0.83,58.8,58.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3602
1.52,56.3,64.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8938
0.5,65.0,58.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1188
0.33,61.2,56.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,928
1.04,62.5,62.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4252
1.04,61.9,57.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6177
0.81,63.2,60.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2095
1.01,68.5,63.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3173
1.22,62.6,55.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9756
0.32,61.9,55.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,814
0.55,61.8,55.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2119
0.51,61.9,56.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1321
1.2,62.5,59.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5724
1.01,62.7,60.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2885
1.01,61.9,56.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5759
0.5,61.6,57.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1239
0.27,62.3,56.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,799
0.32,62.4,55.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,756
0.3,62.8,57.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,605
0.33,62.8,54.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1002
0.53,60.1,60.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1612
1.0,60.6,60.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6048
0.5,62.7,54.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1746
0.77,61.0,57.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2519
0.31,62.1,55.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,516
0.5,62.8,60.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1676
0.23,62.3,55.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,505
0.42,60.1,61.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1087
0.41,61.6,55.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1007
1.5,62.0,63.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7291
0.35,61.5,56.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,829
0.7,66.5,57.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1058
0.32,61.6,56.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,618
1.6,60.5,60.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8530
0.4,63.6,57.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,882
1.22,62.4,57.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6704
1.1,62.0,58.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5267
0.53,61.0,55.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1219
1.06,61.0,57.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5362
0.5,62.6,57.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1569
0.56,62.3,55.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2055
0.44,60.1,60.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,772
1.25,60.4,59.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7246
0.71,61.6,55.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3431
0.7,62.7,57.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3448
0.25,60.7,59.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,558
0.4,61.9,55.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1074
0.42,59.9,61.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1031
0.7,61.8,58.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2230
0.91,65.7,56.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4107
1.58,62.6,56.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9176
0.9,61.1,63.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4068
0.7,61.9,56.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3142
1.21,63.0,59.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11175
0.93,62.9,56.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4163
0.52,60.8,57.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1878
1.01,63.1,56.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9955
0.5,62.0,56.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1838
1.01,60.9,63.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2323
0.9,64.1,56.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3246
1.15,61.7,56.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5224
0.5,63.9,57.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1197
0.31,61.4,56.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1168
1.56,60.5,59.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9120
0.49,62.3,57.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1588
0.35,61.9,55.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,906
0.31,59.5,59.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,501
0.72,62.1,55.3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2089
0.41,59.2,62.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,738
1.51,61.1,58.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,13293
1.04,61.5,58.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5605
0.7,61.8,56.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2822
0.31,62.7,59.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,628
0.58,61.9,54.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1865
0.4,62.1,57.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,648
0.56,61.3,54.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1723
0.9,64.5,57.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3615
1.01,62.0,59.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7964
1.89,61.6,56.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,17553
0.9,62.3,55.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3950
0.3,57.9,61.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,540
0.31,61.9,55.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,802
1.27,62.9,54.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7937
0.71,60.5,59.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2340
1.01,61.7,60.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4616
0.32,59.6,57.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,756
1.14,60.6,59.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4788
0.4,62.0,56.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,666
1.2,65.1,58.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4915
1.11,62.2,56.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7326
0.33,63.5,57.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,534
0.36,61.6,56.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,718
0.63,61.3,61.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2177
1.0,62.6,58.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4081
0.31,61.3,58.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,523
0.53,64.3,58.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1769
0.31,60.7,58.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,593
1.01,62.3,55.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4425
0.34,62.0,59.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,626
0.52,61.7,56.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1778
0.34,61.3,56.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,974
0.34,60.8,58.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,838
1.31,62.2,57.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7751
0.51,61.7,55.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1687
1.15,60.9,57.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5047
0.33,61.6,55.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,579
0.31,59.7,60.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,853
1.1,61.2,56.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9641
0.57,59.9,59.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1689
1.06,61.8,57.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11815
1.03,61.0,58.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6931
0.33,62.4,60.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,693
0.56,61.2,57.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1388
0.3,60.9,61.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,608
0.38,59.9,58.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,766
0.36,59.5,56.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,851
0.3,62.0,58.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,710
0.3,63.0,54.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,421
1.73,63.0,60.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8816
1.2,62.5,57.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8150
0.7,62.0,57.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3160
0.9,58.1,64.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3884
0.42,62.0,56.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1235
1.02,63.2,60.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6580
0.32,62.2,57.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,648
0.5,65.9,64.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1792
1.33,60.1,57.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7742
1.01,59.9,59.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4129
1.6,60.5,57.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,18571
0.51,62.6,57.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1438
1.0,61.4,56.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4312
0.71,60.4,57.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2867
0.55,61.6,55.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1940
0.34,61.7,57.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1133
0.53,61.4,55.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1585
0.96,59.1,62.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2454
1.5,60.2,59.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,15052
0.3,62.0,58.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,862
0.46,65.6,57.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,972
1.51,58.0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,16613
0.4,62.8,59.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,737
0.81,61.3,57.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3338
0.34,59.8,57.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2346
1.06,62.0,59.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4656
0.3,62.8,56.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,658
0.32,61.1,56.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,720
0.7,59.7,63.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2819
1.01,63.7,60.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5113
0.29,60.7,54.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,607
1.7,60.1,57.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12099
0.25,62.3,53.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,460
0.7,59.4,61.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2838
0.32,60.9,61.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,730
0.32,62.5,59.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,648
0.97,59.6,59.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3977
0.29,61.5,58.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,712
0.51,62.8,56.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1687
0.38,63.2,57.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,693
0.23,59.9,55.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,682
1.08,62.0,55.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6562
0.7,61.4,59.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2780
0.46,62.1,57.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1251
1.01,62.8,58.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6999
0.73,61.7,56.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3525
0.34,60.0,58.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,459
0.35,63.4,56.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,522
0.3,62.3,57.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,658
0.7,62.0,56.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2061
0.34,62.4,56.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,459
1.2,62.2,55.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6956
0.75,62.1,60.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2634
0.52,61.1,55.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1197
0.47,61.5,55.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,931
0.54,61.2,55.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1454
1.0,59.4,55.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4295
1.7,61.4,59.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11519
0.5,62.5,53.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1648
0.52,62.3,55.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1872
0.81,62.9,58.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3193
0.59,58.7,56.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1330
1.25,62.5,59.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9377
0.77,61.3,56.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3089
1.06,60.4,59.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4267
0.8,60.9,60.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2507
1.04,61.0,57.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9901
0.74,62.1,54.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3537
0.31,60.8,57.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,645
0.8,61.1,57.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4388
1.51,62.5,58.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,14294
1.73,61.8,58.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,13250
0.7,63.7,57.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2394
1.55,61.9,60.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8873
1.28,61.2,58.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6811
1.54,59.4,60.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7707
0.71,63.2,57.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2516
0.53,62.3,67.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1778
1.12,61.2,56.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8063
1.11,62.5,57.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4073
0.33,62.9,59.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,743
0.7,60.4,61.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2696
0.56,61.8,54.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1694
1.0,62.5,59.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4308
0.73,62.2,56.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2919
0.52,59.7,56.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1042
1.03,61.8,56.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4679
0.23,59.3,60.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,505
1.56,61.6,57.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11922
1.24,62.0,59.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7800
1.33,62.0,56.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4698
1.01,63.9,56.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4023
0.5,62.0,60.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1436
0.92,61.8,59.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3967
0.72,65.9,57.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2203
0.77,61.2,59.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2558
1.01,61.7,58.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4171
0.41,61.9,55.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1076
0.7,62.6,55.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2410
0.31,60.5,56.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,707
0.41,63.7,58.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,904
1.01,63.4,58.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7366
0.94,61.5,55.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2594
0.58,60.0,55.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2714
0.28,62.4,56.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,503
0.74,61.9,59.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3616
0.91,62.6,55.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5261
1.0,63.3,55.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4390
1.01,62.0,57.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6295
0.36,61.7,57.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,896
0.91,61.6,60.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3743
1.51,61.5,61.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10277
0.35,62.2,55.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,906
0.85,62.2,56.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3403
0.92,62.9,56.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4037
0.7,61.1,56.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2530
0.35,65.9,54.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1415
0.31,62.4,55.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,489
